# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
     23.32     -0.07     -0.12     -0.30      0.00     -0.16      0.00     -0.01     -0.01      0.06
     23.97     -0.09     -0.29     -0.36      0.03     -0.06     -0.02      0.03     -0.11      0.14
     24.62     -0.12     -0.27     -0.19     -0.02      0.50     -0.06      0.17     -0.34      0.10
     25.28     -0.07      0.32     -0.05     -0.09      1.33      0.12      0.14     -0.25      0.02
     25.94      0.10      1.02     -0.03     -0.14      0.70      0.10     -0.15     -0.29     -0.07
     26.61      0.26      0.93      0.05     -0.15     -0.64      0.04     -0.33     -0.10      0.01
     27.28      0.17      0.17      0.15     -0.11     -1.05     -0.24     -0.27     -0.19     -0.00
     27.95     -0.11     -0.27      0.18     -0.07     -0.27     -0.11      0.02     -0.17     -0.12
     28.63     -0.25     -0.04      0.10     -0.12      0.39     -0.05      0.08     -0.22     -0.16
     29.31     -0.03      0.60     -0.01     -0.18      0.24      0.16      0.09     -0.15     -0.09
      30.0      0.24      1.26     -0.02     -0.21     -0.07      0.18      0.51      0.04      0.20
     30.69      0.18      1.77     -0.00     -0.17      0.01      0.07      0.73      0.09      0.26
     31.39     -0.02      1.62     -0.05     -0.06      0.20      0.05      0.07      0.04      0.17
     32.09     -0.06      0.79     -0.06      0.16      0.32      0.02     -1.09      0.06      0.15
      32.8     -0.10     -0.06     -0.03      0.25      0.06     -0.02     -1.58      0.10      0.20
     33.51     -0.38     -0.42      0.08      0.21     -0.32     -0.11     -1.08      0.16      0.46
     34.23     -0.77     -0.38      0.16      0.19     -0.34     -0.20     -0.31      0.10      0.59
     34.95     -1.06     -0.28      0.12      0.24      0.03     -0.17      0.18      0.01      0.69
     35.69     -1.07     -0.33      0.00      0.22      0.34     -0.21      0.18     -0.06      0.66
     36.42     -0.57     -0.45     -0.10      0.13      0.40      0.00     -0.11     -0.04      0.45
     37.17      0.09     -0.55     -0.20      0.10      0.40      0.30     -0.40      0.06      0.26
     37.92      0.47     -0.59     -0.26      0.08      0.33      0.33     -0.29      0.10      0.22
     38.68      0.31     -0.71     -0.13     -0.06      0.18      0.07      0.12     -0.06      0.29
     39.45      0.01     -0.80      0.21     -0.18      0.14     -0.14      0.44     -0.23      0.29
     40.23     -0.20     -0.64      0.44     -0.26      0.20     -0.09      0.58     -0.22      0.15
     41.01     -0.22     -0.34      0.40     -0.27      0.09      0.15      0.54     -0.08     -0.14
     41.81     -0.07     -0.28      0.35     -0.22     -0.33      0.38      0.43      0.01     -0.47
     42.61      0.02     -0.65      0.44     -0.21     -0.78      0.45      0.34     -0.03     -0.64
     43.41     -0.05     -1.13      0.48     -0.22     -0.93      0.32      0.38     -0.01     -0.37
      44.2     -0.23     -1.21      0.17     -0.20     -0.80      0.11      0.46      0.04      0.12
     44.99     -0.22     -0.67     -0.28     -0.02     -0.45     -0.05      0.39      0.03      0.40
     45.78     -0.08      0.15     -0.52      0.26     -0.09     -0.15      0.13     -0.02      0.31
     46.57     -0.08      0.65     -0.43      0.50      0.11     -0.16      0.01      0.04      0.05
     47.36     -0.23      0.57     -0.17      0.52      0.06     -0.02      0.09      0.17     -0.22
     48.14     -0.34      0.17      0.08      0.26     -0.16      0.19      0.26      0.25     -0.36
     48.92     -0.26     -0.13      0.23     -0.02     -0.45      0.24      0.40      0.18     -0.40
      49.7     -0.09     -0.21      0.36     -0.08     -0.58      0.06      0.61      0.07     -0.34
     50.48      0.03     -0.20      0.45      0.07     -0.43     -0.21      0.80      0.04     -0.26
     51.26      0.05     -0.23      0.42      0.18     -0.20     -0.38      0.81      0.09     -0.13
     52.03      0.05     -0.23      0.24      0.12     -0.22     -0.39      0.65      0.16      0.05
      52.8      0.06     -0.15     -0.01     -0.02     -0.59     -0.29      0.50      0.11      0.23
     53.57      0.10     -0.00     -0.19     -0.03     -0.90     -0.21      0.46     -0.03      0.38
     54.34      0.10      0.11     -0.24      0.06     -0.86     -0.18      0.36     -0.17      0.53
     55.11      0.09      0.12     -0.20      0.22     -0.51     -0.22      0.12     -0.16      0.69
     55.87      0.03      0.03     -0.15      0.28     -0.14     -0.22     -0.15     -0.03      0.73
     56.64     -0.04     -0.12     -0.17      0.25      0.10     -0.15     -0.21      0.12      0.53
      57.4     -0.05     -0.26     -0.18      0.16      0.21     -0.02     -0.04      0.16      0.12
     58.16     -0.04     -0.32     -0.16      0.10      0.29      0.11      0.17      0.12     -0.24
     58.92      0.04     -0.30     -0.04      0.08      0.43      0.19      0.18     -0.01     -0.34
     59.68      0.14     -0.23      0.14      0.07      0.63      0.25     -0.01     -0.16     -0.18
# CH6 Time dependent Ld (%)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68     -0.25      0.29      0.16     -0.17      0.13      0.31     -0.09     -0.03     -0.37
    -58.92     -0.21      0.23      0.14     -0.16      0.04      0.28     -0.08      0.01     -0.25
    -58.16     -0.19      0.15      0.08     -0.15     -0.03      0.22     -0.07      0.07     -0.13
     -57.4     -0.15      0.08     -0.04     -0.12     -0.07      0.13     -0.06      0.12      0.02
    -56.64     -0.05      0.01     -0.17     -0.11     -0.02      0.02     -0.10      0.18      0.13
    -55.87      0.08     -0.05     -0.33     -0.12      0.11     -0.09     -0.17      0.23      0.19
    -55.11      0.24     -0.10     -0.49     -0.16      0.32     -0.18     -0.26      0.28      0.19
    -54.34      0.33     -0.09     -0.67     -0.19      0.53     -0.28     -0.35      0.34      0.16
    -53.57      0.37     -0.02     -0.79     -0.21      0.65     -0.37     -0.42      0.36      0.14
     -52.8      0.31      0.09     -0.83     -0.20      0.63     -0.48     -0.45      0.32      0.14
    -52.03      0.28      0.17     -0.71     -0.15      0.46     -0.54     -0.43      0.22      0.17
    -51.26      0.26      0.20     -0.44     -0.06      0.25     -0.50     -0.39      0.09      0.20
    -50.48      0.26      0.16     -0.10      0.03      0.04     -0.32     -0.32     -0.02      0.20
     -49.7      0.17      0.07      0.19      0.10     -0.09     -0.03     -0.24     -0.13      0.11
    -48.92     -0.01     -0.00      0.27      0.12     -0.15      0.30     -0.13     -0.15      0.01
    -48.14     -0.24     -0.03      0.14      0.08     -0.18      0.54      0.01     -0.14     -0.06
    -47.36     -0.45      0.07     -0.11      0.02     -0.18      0.56      0.19     -0.06     -0.06
    -46.57     -0.50      0.19     -0.28     -0.06     -0.22      0.38      0.33     -0.01     -0.08
    -45.78     -0.40      0.35     -0.28     -0.12     -0.19      0.12      0.41      0.04     -0.14
    -44.99     -0.16      0.33     -0.09     -0.17     -0.14     -0.07      0.37      0.07     -0.27
     -44.2     -0.03      0.26      0.11     -0.14     -0.03     -0.16      0.28      0.13     -0.39
    -43.41     -0.06      0.12      0.31     -0.02      0.03     -0.19      0.16      0.13     -0.38
    -42.61     -0.21      0.05      0.47      0.09      0.02     -0.22      0.13      0.15     -0.20
    -41.81     -0.28     -0.03      0.60      0.13     -0.07     -0.24      0.14      0.15      0.03
    -41.01     -0.14     -0.19      0.63      0.04     -0.17     -0.26      0.17      0.18      0.16
    -40.23      0.02     -0.35      0.51      0.00     -0.23     -0.22      0.14      0.20      0.13
    -39.45      0.10     -0.45      0.24      0.04     -0.21     -0.09      0.08      0.20      0.03
    -38.68     -0.02     -0.31     -0.20      0.07     -0.12      0.11      0.02      0.13      0.01
    -37.92     -0.20     -0.07     -0.75     -0.03      0.01      0.29      0.07     -0.00      0.04
    -37.17     -0.34      0.09     -1.29     -0.14      0.14      0.34      0.22     -0.12      0.01
    -36.42     -0.42      0.06     -1.54     -0.04      0.25      0.22      0.45     -0.15     -0.12
    -35.69     -0.42     -0.13     -1.31      0.25      0.26      0.03      0.61     -0.08     -0.26
    -34.95     -0.44     -0.28     -0.68      0.51      0.17     -0.07      0.61      0.02     -0.26
    -34.23     -0.49     -0.33     -0.02      0.59      0.01      0.01      0.39      0.04     -0.15
    -33.51     -0.44     -0.29      0.37      0.48     -0.06      0.17      0.11     -0.02     -0.06
     -32.8     -0.22     -0.18      0.43      0.25      0.01      0.25     -0.09     -0.09     -0.12
    -32.09      0.11     -0.04      0.24     -0.01      0.25      0.20     -0.04     -0.10     -0.27
    -31.39      0.33      0.07     -0.09     -0.21      0.48      0.10      0.21     -0.05     -0.34
    -30.69      0.31      0.10     -0.39     -0.28      0.56      0.11      0.47     -0.02     -0.27
     -30.0      0.10      0.03     -0.46     -0.22      0.37      0.20      0.52     -0.02     -0.13
    -29.31     -0.09     -0.02     -0.32     -0.12      0.02      0.31      0.22     -0.02     -0.08
    -28.63      0.00     -0.05     -0.11      0.03     -0.27      0.33     -0.30      0.03     -0.16
    -27.95      0.35     -0.11      0.07      0.16     -0.29      0.27     -0.74      0.06     -0.35
    -27.28      0.49     -0.27      0.23      0.22     -0.16      0.31     -0.83      0.08     -0.51
    -26.61      0.28     -0.44      0.34      0.22     -0.04      0.35     -0.58      0.09     -0.60
    -25.94      0.05     -0.49      0.44      0.21     -0.02      0.30     -0.25      0.12     -0.59
    -25.28      0.02     -0.33      0.59      0.24      0.01      0.18     -0.17      0.08     -0.58
    -24.62      0.04     -0.10      0.73      0.21      0.08      0.22     -0.17     -0.03     -0.58
    -23.97     -0.11      0.10      0.71      0.17      0.14      0.30     -0.26     -0.11     -0.59
    -23.32     -0.25      0.20      0.56      0.18      0.10      0.19     -0.19     -0.06     -0.59
    -22.67     -0.08      0.17      0.57      0.24     -0.06     -0.08     -0.29      0.07     -0.59
    -22.02      0.19     -0.00      0.67      0.25     -0.19     -0.20     -0.29      0.12     -0.53
    -21.38      0.30     -0.21      0.53      0.19     -0.03     -0.03     -0.24      0.05     -0.37
    -20.74      0.24     -0.32      0.18      0.13      0.35      0.16      0.14     -0.04     -0.17
    -20.11      0.17     -0.39     -0.08      0.12      0.47      0.10      0.45     -0.09     -0.05
    -19.47      0.19     -0.34     -0.11      0.13     -0.11     -0.29      0.64     -0.05     -0.01
    -18.84      0.25      0.21     -0.05      0.08     -1.11     -0.71      0.46      0.13      0.03
    -18.21      0.35      1.28     -0.03     -0.01     -1.91     -0.78     -0.05      0.27      0.09
    -17.58      0.44      2.04      0.02      0.07     -1.99     -0.46     -0.85      0.23      0.12
    -16.96      0.31      1.58      0.17      0.23     -1.43      0.02     -1.38      0.10      0.12
    -16.33     -0.09      0.18      0.38      0.28     -0.86      0.41     -1.31      0.02      0.12
    -15.71     -0.45     -0.89      0.40      0.07     -0.61      0.56     -0.66      0.02      0.10
    -15.09     -0.39     -0.99      0.37     -0.19     -0.43      0.48     -0.06      0.02     -0.03
    -14.48     -0.18     -0.36      0.63     -0.43     -0.17     -0.02      0.30      0.09     -0.24
    -13.86     -0.12      0.28      1.39     -0.61     -0.05     -0.79      0.32      0.17     -0.43
    -13.25     -0.32      0.78      2.19     -0.51     -0.35     -1.27      0.23      0.21     -0.45
    -12.64     -0.44      1.07      2.42     -0.26     -0.58     -1.00      0.05      0.09     -0.42
    -12.02     -0.42      1.18      2.37     -0.05     -0.36     -0.34      0.09     -0.05     -0.43
    -11.42     -0.27      1.23      2.20      0.05      0.00     -0.10      0.33     -0.16     -0.46
    -10.81     -0.16      1.14      2.25      0.20      0.04     -0.46      0.55     -0.29     -0.33
     -10.2     -0.04      0.82      2.16      0.46     -0.15     -0.71      0.32     -0.40     -0.09
     -9.59      0.01      0.29      1.77      0.57     -0.33     -0.56     -0.61     -0.53      0.09
     -8.99      0.08     -0.12      1.19      0.55     -0.43     -0.30     -1.56     -0.39      0.26
     -8.39      0.14     -0.17      0.62      0.45     -0.54     -0.31     -1.63     -0.26      0.39
     -7.78      0.21     -0.04      0.29      0.25     -0.55     -0.31     -0.76     -0.16      0.45
     -7.18      0.07      0.06      0.33      0.21     -0.41     -0.12      0.09     -0.13      0.24
     -6.58     -0.07      0.05      0.43      0.06     -0.18      0.01      0.32     -0.06      0.01
     -5.98     -0.17     -0.12      0.46     -0.03      0.04      0.09      0.19     -0.01     -0.14
     -5.38     -0.07     -0.17      0.16     -0.17     -0.05      0.00      0.24      0.00     -0.22
     -4.78      0.06     -0.11     -0.09     -0.16     -0.17     -0.02      0.32     -0.08     -0.20
     -4.18      0.23     -0.04     -0.10     -0.01     -0.24     -0.20      0.36     -0.04     -0.17
     -3.58      0.24     -0.11     -0.04      0.06     -0.06     -0.30      0.27     -0.03     -0.13
     -2.99      0.17     -0.14     -0.13      0.09     -0.12     -0.16      0.20      0.15     -0.06
     -2.39      0.05      0.06     -0.21      0.03     -0.36     -0.14      0.17      0.18      0.03
     -1.79     -0.02      0.25     -0.24     -0.02     -0.47     -0.21      0.06      0.28      0.17
     -1.19     -0.07      0.20      0.00     -0.00     -0.43     -0.30     -0.01      0.30      0.19
      -0.6     -0.10     -0.02      0.11     -0.01     -0.22     -0.27     -0.07      0.30      0.12
       0.0      0.05     -0.16      0.18      0.02     -0.17     -0.25     -0.24      0.25      0.07
       0.6      0.09     -0.07      0.14      0.06     -0.01     -0.29     -0.33      0.16     -0.04
      1.19      0.11      0.02      0.05      0.11      0.07     -0.22     -0.28      0.16     -0.13
      1.79      0.05     -0.04      0.02      0.08      0.31     -0.16     -0.07      0.15     -0.25
      2.39      0.23     -0.17      0.11      0.14      0.51     -0.14     -0.06      0.03     -0.35
      2.99      0.17     -0.37      0.17     -0.05      0.65     -0.12     -0.07     -0.01     -0.35
      3.58      0.24     -0.54      0.37     -0.03      0.61     -0.03     -0.10     -0.03     -0.33
      4.18      0.03     -0.58      0.33     -0.21      0.40      0.01     -0.26      0.10     -0.18
